address,city,floor,price,rooms,sq,year,price_per_sq
Prądnik Czerwony,Kraków,5.0,2500000.0,5.0,194.1,2015.0,12879.958784131892
Krowodrza,Kraków,6.0,431262.0,3.0,44.46,2021.0,9700.0
Bronowice,Kraków,2.0,511462.0,2.0,42.98,2021.0,11900.0
Mistrzejowice,Kraków,9.0,546975.0,4.0,72.93,2022.0,7499.999999999999
Podgórze,Kraków,1.0,641000.0,4.0,71.94,2022.0,8910.202946900195
Krowodrza,Kraków,0.0,395300.0,2.0,29.5,2020.0,13400.0
Dębniki,Kraków,1.0,899000.0,4.0,91.76,2021.0,9797.297297297297
Grzegórzki,Kraków,3.0,425600.0,1.0,32.0,2021.0,13300.0
Podgórze Duchackie,Kraków,8.0,549000.0,3.0,59.1,2021.0,9289.340101522845
Stare Miasto,Kraków,3.0,1230000.0,3.0,110.0,1920.0,11181.818181818182
Zwierzyniec,Kraków,0.0,695000.0,2.0,55.0,2008.0,12636.363636363636
Nowa Huta,Kraków,1.0,527138.0,2.0,49.73,2020.0,10600.0
Grzegórzki,Kraków,3.0,520000.0,3.0,52.4,1974.0,9923.664122137405
Prądnik Biały,Kraków,3.0,420000.0,2.0,55.05,2007.0,7629.427792915531
Prądnik Czerwony,Kraków,1.0,435000.0,2.0,36.0,2004.0,12083.333333333334
Stare Miasto,Kraków,1.0,520000.0,3.0,52.0,1976.0,10000.0
Mistrzejowice,Kraków,1.0,656612.0,4.0,87.49,2020.0,7504.994856555035
Podgórze,Kraków,0.0,632500.0,2.0,50.0,1970.0,12650.0
Bieżanów-Prokocim,Kraków,4.0,440000.0,2.0,42.69,2016.0,10306.8634340595
Dębniki,Kraków,4.0,469500.0,2.0,41.62,2021.0,11280.63431042768
Podgórze Duchackie,Kraków,3.0,589000.0,3.0,68.66,2021.0,8578.502767258957
Bronowice,Kraków,5.0,1106037.0,3.0,85.08,2021.0,12999.964739069112
Grzegórzki,Kraków,0.0,498700.0,2.0,42.0,1955.0,11873.809523809525
Podgórze Duchackie,Kraków,6.0,419000.0,2.0,44.36,2021.0,9445.446348061316
Prądnik Biały,Kraków,0.0,465000.0,2.0,44.0,2008.0,10568.181818181818
Grzegórzki,Kraków,1.0,978692.0,4.0,82.59,2020.0,11850.006054001697
Prądnik Biały,Kraków,3.0,465566.0,2.0,48.89,2021.0,9522.724483534465
Prądnik Czerwony,Kraków,0.0,445312.0,2.0,45.44,2021.0,9800.0
Prądnik Biały,Kraków,3.0,595000.0,4.0,76.5,2000.0,7777.777777777777
Stare Miasto,Kraków,1.0,599000.0,2.0,46.0,1935.0,13021.739130434782
Prądnik Czerwony,Kraków,2.0,379000.0,2.0,37.0,1970.0,10243.243243243243
Dębniki,Kraków,1.0,522000.0,3.0,61.45,2005.0,8494.711147274207
Podgórze,Kraków,1.0,1090000.0,3.0,89.57,2010.0,12169.253098135538
Nowa Huta,Kraków,4.0,384048.0,2.0,33.6,2020.0,11430.0
Mistrzejowice,Kraków,2.0,530946.0,3.0,68.07,2020.0,7800.000000000001
Krowodrza,Kraków,4.0,335000.0,1.0,29.45,1960.0,11375.212224108658
Krowodrza,Kraków,0.0,701400.0,4.0,60.0,2022.0,11690.0
Grzegórzki,Kraków,1.0,649900.0,2.0,50.0,2016.0,12998.0
Dębniki,Kraków,0.0,569000.0,3.0,51.0,2020.0,11156.862745098038
Grzegórzki,Kraków,2.0,718900.0,2.0,55.3,2020.0,13000.0
Podgórze Duchackie,Kraków,6.0,419000.0,2.0,44.42,2021.0,9432.687978388112
Prądnik Czerwony,Kraków,5.0,472500.0,2.0,45.0,2020.0,10500.0
Grzegórzki,Kraków,3.0,452088.0,1.0,35.88,2022.0,12600.0
Podgórze,Kraków,3.0,745000.0,2.0,61.19,2010.0,12175.19202484066
Podgórze,Kraków,0.0,1249000.0,3.0,96.96,1920.0,12881.600660066008
Grzegórzki,Kraków,6.0,1270801.0,4.0,106.79,2021.0,11900.0
Bieżanów-Prokocim,Kraków,4.0,273000.0,2.0,36.0,2021.0,7583.333333333333
Zwierzyniec,Kraków,0.0,1175448.0,4.0,87.72,2020.0,13400.0
Bronowice,Kraków,0.0,590000.0,4.0,59.3,1964.0,9949.409780775715
Dębniki,Kraków,4.0,459000.0,2.0,47.22,1994.0,9720.457433290978
Stare Miasto,Kraków,0.0,949000.0,2.0,84.8,1934.0,11191.037735849057
Podgórze,Kraków,0.0,486000.0,3.0,48.8,1970.0,9959.016393442624
Dębniki,Kraków,2.0,420000.0,1.0,45.0,2010.0,9333.333333333334
Grzegórzki,Kraków,4.0,1154538.0,4.0,97.02,2021.0,11900.0
Zwierzyniec,Kraków,0.0,1050000.0,3.0,84.27,2004.0,12459.95016019936
Nowa Huta,Kraków,2.0,321480.0,1.0,27.36,2021.0,11750.0
Nowa Huta,Kraków,3.0,782404.92,4.0,83.27,2021.0,9396.000000000002
Podgórze Duchackie,Kraków,1.0,430000.0,2.0,53.0,1982.0,8113.207547169812
Krowodrza,Kraków,4.0,339000.0,1.0,32.52,1914.0,10424.354243542435
Mistrzejowice,Kraków,5.0,515964.0,3.0,67.89,2020.0,7600.0
Mistrzejowice,Kraków,1.0,499000.0,3.0,51.92,2015.0,9610.939907550077
Prądnik Biały,Kraków,5.0,1027631.0,4.0,90.7,2022.0,11330.0
Nowa Huta,Kraków,0.0,530000.0,2.0,49.44,2016.0,10720.064724919095
Prądnik Biały,Kraków,1.0,329000.0,2.0,35.5,2020.0,9267.605633802816
Krowodrza,Kraków,2.0,427000.0,2.0,37.17,1970.0,11487.758945386064
Grzegórzki,Kraków,3.0,554000.0,3.0,66.0,1998.0,8393.939393939394
Mistrzejowice,Kraków,0.0,337456.0,2.0,36.68,2022.0,9200.0
Podgórze Duchackie,Kraków,0.0,449000.0,2.0,47.09,2021.0,9534.933106816734
Stare Miasto,Kraków,3.0,754600.0,3.0,77.0,1885.0,9800.0
Krowodrza,Kraków,0.0,459402.0,3.0,53.11,2021.0,8650.009414422895
Łagiewniki-Borek Fałęcki,Kraków,1.0,490000.0,3.0,56.26,2020.0,8709.562744400995
Podgórze,Kraków,3.0,571545.0,3.0,58.62,2021.0,9750.0
Mistrzejowice,Kraków,0.0,405455.0,2.0,48.85,2020.0,8300.0
Podgórze Duchackie,Kraków,7.0,399000.0,2.0,38.86,2021.0,10267.627380339682
Prądnik Czerwony,Kraków,2.0,419000.0,2.0,45.5,2021.0,9208.791208791208
Dębniki,Kraków,0.0,697215.0,3.0,70.83,2022.0,9843.498517577298
Prądnik Biały,Kraków,3.0,350000.0,2.0,32.0,1980.0,10937.5
Krowodrza,Kraków,4.0,595000.0,3.0,51.26,1975.0,11607.491221225127
Podgórze,Kraków,3.0,779000.0,3.0,80.58,2021.0,9667.41126830479
Prądnik Biały,Kraków,3.0,478350.0,3.0,53.15,2022.0,9000.0
Mistrzejowice,Kraków,1.0,578000.0,4.0,66.46,2011.0,8696.960577791153
Krowodrza,Kraków,2.0,589000.0,2.0,52.56,2020.0,11206.240487062403
Grzegórzki,Kraków,3.0,750000.0,2.0,58.0,2009.0,12931.03448275862
Dębniki,Kraków,2.0,679000.0,3.0,64.89,2021.0,10463.8619201726
Podgórze Duchackie,Kraków,3.0,529000.0,3.0,66.7,1999.0,7931.0344827586205
Nowa Huta,Kraków,1.0,426312.0,2.0,45.84,2022.0,9300.0
Prądnik Biały,Kraków,3.0,389000.0,2.0,45.0,2019.0,8644.444444444445
Prądnik Biały,Kraków,2.0,489000.0,2.0,53.2,2003.0,9191.729323308273
Krowodrza,Kraków,1.0,520000.0,2.0,42.0,1966.0,12380.952380952382
Nowa Huta,Kraków,3.0,367722.0,2.0,39.54,2021.0,9300.0
Krowodrza,Kraków,5.0,990000.0,3.0,93.0,1920.0,10645.16129032258
Prądnik Czerwony,Kraków,5.0,630476.0,4.0,70.84,2021.0,8900.0
Łagiewniki-Borek Fałęcki,Kraków,0.0,395000.0,2.0,43.5,2017.0,9080.459770114943
Podgórze Duchackie,Kraków,0.0,579000.0,3.0,46.09,1910.0,12562.377956172704
Prądnik Biały,Kraków,1.0,489000.0,3.0,47.6,1970.0,10273.10924369748
Prądnik Czerwony,Kraków,3.0,585709.0,3.0,65.81,2021.0,8900.0
Prądnik Czerwony,Kraków,0.0,387000.0,2.0,35.0,1925.0,11057.142857142857
Podgórze,Kraków,0.0,868400.0,4.0,83.5,2021.0,10400.0
Dębniki,Kraków,1.0,699999.0,3.0,72.15,2020.0,9701.995841995842
Podgórze Duchackie,Kraków,4.0,280000.0,1.0,35.3,1978.0,7932.01133144476
Bieżanów-Prokocim,Kraków,1.0,647715.0,4.0,74.45,2021.0,8700.0
Grzegórzki,Kraków,4.0,448400.0,3.0,44.0,1970.0,10190.90909090909
Krowodrza,Kraków,4.0,340000.0,1.0,29.0,1970.0,11724.137931034482
Podgórze Duchackie,Kraków,0.0,759000.0,4.0,84.17,2020.0,9017.464654865154
Mistrzejowice,Kraków,4.0,346205.0,2.0,40.73,2023.0,8500.0
Nowa Huta,Kraków,4.0,628400.0,3.0,62.84,2021.0,10000.0
Mistrzejowice,Kraków,4.0,345000.0,1.0,33.0,2020.0,10454.545454545454
Dębniki,Kraków,1.0,1174982.49,6.0,117.51,2020.0,9999.0
Dębniki,Kraków,6.0,489000.0,2.0,43.9,2021.0,11138.952164009112
Podgórze,Kraków,1.0,404893.0,2.0,39.31,2021.0,10300.0
Grzegórzki,Kraków,3.0,391818.0,2.0,34.37,2021.0,11400.0
Prądnik Biały,Kraków,1.0,449949.0,2.0,51.93,2010.0,8664.529173887926
Krowodrza,Kraków,3.0,425000.0,1.0,39.0,1930.0,10897.435897435897
Podgórze Duchackie,Kraków,6.0,629176.0,3.0,73.16,2021.0,8600.0
Prądnik Biały,Kraków,1.0,479999.0,3.0,53.02,2020.0,9053.168615616749
Prądnik Czerwony,Kraków,1.0,669814.0,3.0,75.26,2021.0,8900.0
Wzgórza Krzesławickie,Kraków,0.0,599000.0,3.0,53.83,2019.0,11127.62400148616
Prądnik Biały,Kraków,2.0,495000.0,2.0,59.5,2008.0,8319.327731092437
Mistrzejowice,Kraków,4.0,339000.0,1.0,32.55,2020.0,10414.746543778803
Podgórze,Kraków,3.0,550000.0,2.0,50.5,1955.0,10891.089108910892
Podgórze,Kraków,2.0,390000.0,2.0,33.0,2015.0,11818.181818181818
Zwierzyniec,Kraków,0.0,630000.0,2.0,54.0,2008.0,11666.666666666666
Nowa Huta,Kraków,2.0,484608.0,3.0,52.39,2022.0,9250.009543806069
Prądnik Czerwony,Kraków,1.0,299000.0,1.0,25.6,1975.0,11679.6875
Podgórze,Kraków,0.0,604000.0,3.0,66.91,2022.0,9027.05126289045
Dębniki,Kraków,0.0,529000.0,2.0,40.86,2021.0,12946.647087616251
Bieńczyce,Kraków,10.0,414000.0,3.0,46.7,1970.0,8865.09635974304
Bieżanów-Prokocim,Kraków,2.0,415000.0,2.0,48.0,1995.0,8645.833333333334
Grzegórzki,Kraków,3.0,758250.0,4.0,60.66,2021.0,12500.0
Mistrzejowice,Kraków,2.0,661941.0,4.0,83.79,2020.0,7899.999999999999
Nowa Huta,Kraków,5.0,299000.0,2.0,32.67,2021.0,9152.127333945517
Wzgórza Krzesławickie,Kraków,2.0,255000.0,2.0,32.2,1970.0,7919.254658385093
Bieżanów-Prokocim,Kraków,0.0,590000.0,4.0,78.0,1990.0,7564.102564102564
Podgórze Duchackie,Kraków,0.0,499000.0,2.0,43.0,1910.0,11604.651162790698
Dębniki,Kraków,0.0,469000.0,2.0,45.14,2021.0,10389.898094816128
Prądnik Biały,Kraków,6.0,488300.0,3.0,51.41,2021.0,9498.15211048434
Stare Miasto,Kraków,3.0,754600.0,3.0,77.0,1885.0,9800.0
Prądnik Biały,Kraków,1.0,296148.0,1.0,25.53,2021.0,11600.0
Podgórze,Kraków,1.0,604902.0,3.0,66.84,2021.0,9050.0
Nowa Huta,Kraków,4.0,349000.0,2.0,46.37,1960.0,7526.417942635325
Podgórze,Kraków,2.0,699000.0,3.0,74.37,2021.0,9398.951189995963
Dębniki,Kraków,1.0,599000.0,3.0,63.0,2008.0,9507.936507936509
Mistrzejowice,Kraków,1.0,411237.0,3.0,50.77,2022.0,8099.999999999999
Grzegórzki,Kraków,6.0,645320.0,2.0,49.64,2020.0,13000.0
Nowa Huta,Kraków,1.0,378208.0,2.0,35.68,2020.0,10600.0
Podgórze Duchackie,Kraków,0.0,606600.0,4.0,80.88,2022.0,7500.0
Bieżanów-Prokocim,Kraków,2.0,379900.0,2.0,45.5,2014.0,8349.45054945055
Nowa Huta,Kraków,1.0,344000.0,2.0,37.56,2020.0,9158.67944621938
Mistrzejowice,Kraków,1.0,478548.0,3.0,59.08,2022.0,8100.0
Podgórze Duchackie,Kraków,1.0,479000.0,3.0,57.0,1978.0,8403.508771929824
Stare Miasto,Kraków,0.0,512694.0,4.0,65.73,2018.0,7799.999999999999
Krowodrza,Kraków,3.0,345000.0,2.0,36.0,1985.0,9583.333333333334
Podgórze,Kraków,5.0,749000.0,4.0,84.17,2021.0,8898.657478911726
Nowa Huta,Kraków,3.0,415000.0,2.0,40.0,1960.0,10375.0
Stare Miasto,Kraków,2.0,595000.0,3.0,66.7,1999.0,8920.539730134933
Mistrzejowice,Kraków,0.0,478548.0,3.0,59.08,2022.0,8100.0
Krowodrza,Kraków,1.0,569000.0,3.0,53.0,2010.0,10735.849056603774
Zwierzyniec,Kraków,0.0,779000.0,4.0,94.43,2019.0,8249.496981891347
Zwierzyniec,Kraków,0.0,690000.0,3.0,69.1,2008.0,9985.528219971056
Krowodrza,Kraków,9.0,469000.0,4.0,56.4,1983.0,8315.602836879432
Podgórze Duchackie,Kraków,0.0,494880.0,3.0,61.86,2020.0,8000.0
Prądnik Biały,Kraków,2.0,544390.0,3.0,70.7,2021.0,7700.0
Mistrzejowice,Kraków,3.0,463828.0,3.0,61.03,2022.0,7600.0
Stare Miasto,Kraków,6.0,468464.0,3.0,61.64,2020.0,7600.0
Krowodrza,Kraków,1.0,465697.0,3.0,48.01,2021.0,9700.0
Prądnik Biały,Kraków,1.0,556250.0,3.0,62.5,2020.0,8900.0
Podgórze,Kraków,2.0,405000.0,2.0,50.0,2009.0,8100.0
Grzegórzki,Kraków,2.0,663656.0,4.0,67.72,2021.0,9800.0
Podgórze,Kraków,2.0,639000.0,2.0,62.0,1918.0,10306.451612903224
Zwierzyniec,Kraków,0.0,629900.0,3.0,53.34,2020.0,11809.14885639295
Dębniki,Kraków,2.0,373800.0,2.0,42.0,2021.0,8900.0
Prądnik Czerwony,Kraków,2.0,680000.0,3.0,76.0,1998.0,8947.368421052632
Dębniki,Kraków,1.0,555520.0,2.0,43.4,2020.0,12800.0
Dębniki,Kraków,0.0,439000.0,1.0,36.69,2020.0,11965.113109839194
Grzegórzki,Kraków,2.0,473081.0,1.0,35.57,2020.0,13300.0
Podgórze,Kraków,2.0,569000.0,3.0,54.36,2021.0,10467.255334805004
Dębniki,Kraków,4.0,489000.0,2.0,45.14,2021.0,10832.964111652636
Podgórze Duchackie,Kraków,4.0,379000.0,2.0,38.86,2021.0,9752.95934122491
Nowa Huta,Kraków,3.0,585825.0,3.0,54.75,2020.0,10700.0
Nowa Huta,Kraków,5.0,790650.0,3.0,70.28,2022.0,11250.0
Prądnik Biały,Kraków,1.0,432000.0,2.0,54.0,2008.0,8000.0
Krowodrza,Kraków,10.0,549000.0,2.0,46.0,1999.0,11934.782608695652
Prądnik Czerwony,Kraków,1.0,963585.0,4.0,91.77,2021.0,10500.0
Mistrzejowice,Kraków,1.0,352785.0,2.0,40.55,2022.0,8700.0
Nowa Huta,Kraków,3.0,590000.0,3.0,63.0,1953.0,9365.079365079366
Podgórze Duchackie,Kraków,4.0,403105.5,2.0,42.21,2021.0,9550.0
Grzegórzki,Kraków,3.0,1115730.0,4.0,97.02,2021.0,11500.0
Mistrzejowice,Kraków,3.0,590000.0,4.0,75.0,1992.0,7866.666666666667
Grzegórzki,Kraków,3.0,495000.0,3.0,50.0,1965.0,9900.0
Podgórze,Kraków,0.0,420000.0,2.0,38.2,1970.0,10994.764397905758
Prądnik Biały,Kraków,1.0,910847.0,5.0,109.62,2021.0,8309.131545338441
Nowa Huta,Kraków,0.0,339000.0,2.0,39.0,1980.0,8692.307692307691
Bronowice,Kraków,6.0,399000.0,2.0,33.42,2021.0,11938.958707360862
Mistrzejowice,Kraków,2.0,650000.0,3.0,72.5,2004.0,8965.51724137931
Krowodrza,Kraków,2.0,470000.0,3.0,51.18,1970.0,9183.274716686206
Podgórze Duchackie,Kraków,3.0,439000.0,2.0,44.25,2021.0,9920.90395480226
Dębniki,Kraków,5.0,519000.0,2.0,40.86,2021.0,12701.908957415566
Podgórze,Kraków,4.0,546821.0,3.0,63.51,2021.0,8609.998425444812
Krowodrza,Kraków,3.0,420000.0,2.0,35.3,1973.0,11898.01699716714
Nowa Huta,Kraków,1.0,618280.0,1.0,53.3,2022.0,11600.0
Krowodrza,Kraków,3.0,980000.0,6.0,90.0,1920.0,10888.888888888889
Prądnik Biały,Kraków,1.0,385000.0,3.0,49.0,1970.0,7857.142857142857
Podgórze,Kraków,3.0,849000.0,2.0,65.0,2010.0,13061.53846153846
Bieżanów-Prokocim,Kraków,2.0,549000.0,3.0,55.0,2020.0,9981.818181818182
Nowa Huta,Kraków,0.0,475000.0,2.0,39.59,2019.0,11997.979287698912
Prądnik Czerwony,Kraków,9.0,409500.0,1.0,31.5,2009.0,13000.0
Nowa Huta,Kraków,3.0,392480.0,2.0,35.68,2020.0,11000.0
Podgórze,Kraków,5.0,469000.0,2.0,40.94,2021.0,11455.78895945286
Podgórze,Kraków,4.0,551136.0,3.0,57.41,2022.0,9600.0
Podgórze,Kraków,5.0,1200000.0,3.0,115.0,2011.0,10434.782608695652
Łagiewniki-Borek Fałęcki,Kraków,0.0,405000.0,2.0,41.05,2021.0,9866.017052375151
Krowodrza,Kraków,2.0,499000.0,3.0,49.58,1975.0,10064.542154094392
Prądnik Biały,Kraków,1.0,780000.0,3.0,77.0,2014.0,10129.87012987013
Prądnik Biały,Kraków,2.0,377174.0,2.0,37.16,2021.0,10150.000000000002
Podgórze Duchackie,Kraków,3.0,570000.0,2.0,50.0,2007.0,11400.0
Podgórze,Kraków,2.0,355000.0,2.0,36.06,2022.0,9844.703272323904
Prądnik Biały,Kraków,0.0,459402.0,3.0,53.11,2021.0,8650.009414422895
Nowa Huta,Kraków,9.0,429000.0,2.0,51.0,1990.0,8411.764705882353
Nowa Huta,Kraków,1.0,382996.0,1.0,42.32,2021.0,9050.0
Podgórze Duchackie,Kraków,1.0,419000.0,2.0,46.54,2021.0,9003.008165019339
Stare Miasto,Kraków,3.0,754600.0,3.0,77.0,1885.0,9800.0
Bieżanów-Prokocim,Kraków,1.0,444060.0,2.0,49.34,2021.0,9000.0
Prądnik Czerwony,Kraków,1.0,419000.0,2.0,44.29,2021.0,9460.374802438471
Prądnik Biały,Kraków,2.0,652000.0,4.0,71.4,1999.0,9131.652661064423
Krowodrza,Kraków,2.0,435000.0,1.0,37.5,1964.0,11600.0
Bronowice,Kraków,2.0,350037.0,2.0,39.33,2021.0,8900.0
Nowa Huta,Kraków,3.0,499000.0,1.0,37.6,1900.0,13271.27659574468
Nowa Huta,Kraków,1.0,899000.0,4.0,91.76,2021.0,9797.297297297297
Dębniki,Kraków,6.0,519000.0,2.0,40.86,2021.0,12701.908957415566
Dębniki,Kraków,1.0,650811.0,3.0,53.62,2018.0,12137.467362924282
Krowodrza,Kraków,2.0,415000.0,3.0,45.0,2021.0,9222.222222222224
Dębniki,Kraków,1.0,1174982.49,6.0,117.51,2020.0,9999.0
Podgórze,Kraków,1.0,541842.0,3.0,51.57,2021.0,10506.922629435718
Prądnik Biały,Kraków,2.0,577000.0,3.0,62.0,2020.0,9306.451612903224
Łagiewniki-Borek Fałęcki,Kraków,4.0,399000.0,2.0,39.0,1999.0,10230.76923076923
Dębniki,Kraków,0.0,697215.0,3.0,87.7,2022.0,7950.0
Nowa Huta,Kraków,0.0,800000.0,4.0,95.0,2022.0,8421.052631578947
Krowodrza,Kraków,0.0,724780.0,4.0,62.0,2020.0,11690.0
Grzegórzki,Kraków,4.0,450000.0,2.0,40.0,1920.0,11250.0
Krowodrza,Kraków,6.0,720000.0,3.0,70.0,2013.0,10285.714285714286
Podgórze Duchackie,Kraków,2.0,399000.0,2.0,42.47,2021.0,9394.866964916411
Nowa Huta,Kraków,0.0,399000.0,1.0,35.41,2021.0,11268.0033888732
Podgórze,Kraków,2.0,483000.0,2.0,42.0,2018.0,11500.0
Mistrzejowice,Kraków,4.0,650000.0,3.0,73.74,1991.0,8814.75454298888
Nowa Huta,Kraków,6.0,882074.0,3.0,76.37,2022.0,11550.006547073455
Bieżanów-Prokocim,Kraków,0.0,430848.0,2.0,48.96,2021.0,8800.0
Krowodrza,Kraków,1.0,610000.0,2.0,49.0,2020.0,12448.979591836734
Podgórze,Kraków,4.0,369000.0,2.0,28.36,2021.0,13011.283497884344
Prądnik Biały,Kraków,1.0,357099.0,2.0,35.04,2020.0,10191.181506849316
Nowa Huta,Kraków,2.0,375804.0,2.0,48.18,2021.0,7800.0
Prądnik Biały,Kraków,3.0,520000.0,2.0,47.51,2013.0,10945.064197011156
Mistrzejowice,Kraków,4.0,329900.0,2.0,33.0,1980.0,9996.969696969696
Podgórze Duchackie,Kraków,4.0,599912.0,3.0,73.16,2021.0,8200.0
Prądnik Czerwony,Kraków,5.0,389000.0,1.0,30.0,2020.0,12966.666666666666
Bieńczyce,Kraków,4.0,245000.0,1.0,25.2,1970.0,9722.222222222224
Bronowice,Kraków,5.0,400000.0,2.0,36.7,2022.0,10899.182561307902
Stare Miasto,Kraków,1.0,1300000.0,4.0,103.0,1920.0,12621.359223300971
Zwierzyniec,Kraków,1.0,1660000.0,4.0,138.86,2018.0,11954.486533198904
Grzegórzki,Kraków,1.0,512050.0,2.0,52.25,2021.0,9800.0
Bronowice,Kraków,10.0,335000.0,1.0,29.0,2021.0,11551.724137931034
Zwierzyniec,Kraków,0.0,721999.0,3.0,64.0,1935.0,11281.234375
Bronowice,Kraków,4.0,426000.0,2.0,53.32,1955.0,7989.497374343586
Podgórze Duchackie,Kraków,5.0,489000.0,2.0,49.4,2013.0,9898.785425101214
Stare Miasto,Kraków,1.0,399000.0,2.0,44.21,2021.0,9025.10744175526
Podgórze Duchackie,Kraków,3.0,600000.0,3.0,70.0,2007.0,8571.42857142857
Mistrzejowice,Kraków,9.0,486000.0,2.0,45.0,2020.0,10800.0
Prądnik Biały,Kraków,4.0,350000.0,2.0,36.7,1974.0,9536.784741144413
Mistrzejowice,Kraków,3.0,509000.0,3.0,53.5,1976.0,9514.018691588784
Dębniki,Kraków,1.0,599000.0,4.0,68.83,2008.0,8702.60061019904
Podgórze,Kraków,1.0,586867.0,1.0,46.21,2020.0,12700.0
Podgórze Duchackie,Kraków,1.0,389000.0,2.0,45.32,2020.0,8583.406884377759
Bieżanów-Prokocim,Kraków,2.0,650000.0,3.0,57.0,1970.0,11403.508771929824
Prądnik Czerwony,Kraków,3.0,549000.0,3.0,56.1,1960.0,9786.096256684492
Stare Miasto,Kraków,1.0,1053910.0,3.0,87.1,1930.0,12100.0
Prądnik Biały,Kraków,1.0,581461.0,3.0,70.66,2020.0,8228.998018681008
Podgórze,Kraków,1.0,399000.0,2.0,47.0,1998.0,8489.36170212766
Prądnik Biały,Kraków,0.0,490348.0,3.0,60.49,2021.0,8106.265498429492
Łagiewniki-Borek Fałęcki,Kraków,1.0,1600000.0,5.0,124.0,1960.0,12903.225806451614
Nowa Huta,Kraków,3.0,420000.0,2.0,46.08,1960.0,9114.583333333334
Prądnik Czerwony,Kraków,1.0,531600.0,3.0,50.63,2022.0,10499.703732964645
Nowa Huta,Kraków,4.0,330348.0,2.0,30.73,2022.0,10750.0162707452
Nowa Huta,Kraków,1.0,659924.0,2.0,56.89,2022.0,11600.0
Bronowice,Kraków,1.0,1118600.0,5.0,140.0,2021.0,7990.0
Bronowice,Kraków,0.0,352084.0,2.0,39.56,2021.0,8900.0
Dębniki,Kraków,0.0,415000.0,2.0,47.5,2009.0,8736.842105263158
Stare Miasto,Kraków,6.0,571350.0,4.0,73.25,2018.0,7800.0
Dębniki,Kraków,0.0,529000.0,2.0,40.86,2021.0,12946.647087616251
Prądnik Biały,Kraków,0.0,280000.0,1.0,30.0,2008.0,9333.333333333334
Stare Miasto,Kraków,4.0,494000.0,2.0,42.6,2020.0,11596.244131455398
Grzegórzki,Kraków,3.0,495000.0,3.0,50.0,1967.0,9900.0
Podgórze Duchackie,Kraków,8.0,449000.0,2.0,46.7,2021.0,9614.56102783726
Grzegórzki,Kraków,3.0,897600.0,3.0,74.8,2021.0,12000.0
Mistrzejowice,Kraków,2.0,455324.0,2.0,51.16,2020.0,8900.0
Dębniki,Kraków,1.0,753355.0,4.0,88.63,2022.0,8500.0
Podgórze,Kraków,4.0,533000.0,2.0,41.0,2018.0,13000.0
Stare Miasto,Kraków,4.0,290000.0,2.0,36.5,1975.0,7945.2054794520545
Podgórze Duchackie,Kraków,3.0,480480.0,2.0,60.06,2020.0,8000.0
Podgórze,Kraków,5.0,779000.0,3.0,79.89,2021.0,9750.907497809489
Podgórze,Kraków,5.0,709000.0,3.0,70.0,2021.0,10128.57142857143
Nowa Huta,Kraków,1.0,648324.0,4.0,70.47,2022.0,9200.0
Mistrzejowice,Kraków,6.0,463828.0,3.0,61.03,2021.0,7600.0
Prądnik Biały,Kraków,2.0,437000.0,3.0,52.02,2020.0,8400.615148019991
Prądnik Czerwony,Kraków,2.0,340000.0,1.0,36.0,1998.0,9444.444444444443
Dębniki,Kraków,2.0,746000.0,3.0,64.0,1929.0,11656.25
Bieżanów-Prokocim,Kraków,2.0,389000.0,3.0,46.0,2020.0,8456.521739130434
Mistrzejowice,Kraków,4.0,280000.0,2.0,37.0,1970.0,7567.567567567567
Nowa Huta,Kraków,3.0,425000.0,2.0,50.0,1989.0,8500.0
Bieżanów-Prokocim,Kraków,1.0,519900.0,2.0,55.12,2011.0,9432.148040638607
Mistrzejowice,Kraków,4.0,289990.0,2.0,37.0,1960.0,7837.567567567567
Dębniki,Kraków,1.0,620000.0,3.0,53.0,2011.0,11698.11320754717
Nowa Huta,Kraków,7.0,625378.0,2.0,46.67,2022.0,13400.0
Podgórze,Kraków,4.0,352000.0,2.0,39.78,2022.0,8848.667672197083
Grzegórzki,Kraków,3.0,885000.0,3.0,75.45,2009.0,11729.62226640159
Nowa Huta,Kraków,0.0,390000.0,2.0,51.52,1970.0,7569.875776397515
Podgórze,Kraków,2.0,372857.0,2.0,34.46,2021.0,10819.994196169471
Grzegórzki,Kraków,2.0,603567.0,3.0,60.66,2021.0,9950.0
Grzegórzki,Kraków,0.0,468624.0,2.0,45.06,2021.0,10400.0
Podgórze,Kraków,0.0,632500.0,2.0,50.4,1984.0,12549.603174603177
Stare Miasto,Kraków,3.0,1250000.0,4.0,93.0,2016.0,13440.860215053764
Podgórze Duchackie,Kraków,0.0,329000.0,1.0,35.79,2005.0,9192.51187482537
Stare Miasto,Kraków,3.0,1374862.5,4.0,137.5,1900.0,9999.0
Bronowice,Kraków,1.0,568592.0,4.0,71.53,2022.0,7949.000419404446
Nowa Huta,Kraków,0.0,588336.0,4.0,70.04,2022.0,8400.0
Podgórze,Kraków,2.0,569000.0,3.0,54.66,2021.0,10409.806073911452
Podgórze Duchackie,Kraków,0.0,318000.0,2.0,32.71,2021.0,9721.797615408132
Prądnik Czerwony,Kraków,0.0,632184.0,3.0,75.0,2021.0,8429.12
Nowa Huta,Kraków,0.0,541717.0,2.0,44.77,2022.0,12100.0
Podgórze,Kraków,0.0,640500.0,3.0,61.0,2021.0,10500.0
