address,city,floor,price,rooms,sq,year,price_per_sq
Targówek,Warszawa,9.0,315000.0,1.0,30.5,1974.0,10327.868852459016
Praga-Południe,Warszawa,7.0,649000.0,3.0,71.5,1987.0,9076.923076923076
Wola,Warszawa,10.0,360000.0,1.0,31.0,2021.0,11612.90322580645
Ochota,Warszawa,3.0,328500.0,2.0,24.0,1970.0,13687.5
Bemowo,Warszawa,1.0,1250000.0,4.0,94.4,2019.0,13241.525423728814
Bielany,Warszawa,7.0,745000.0,2.0,48.94,2020.0,15222.721700040867
Wola,Warszawa,4.0,849000.0,3.0,84.0,2003.0,10107.142857142857
Mokotów,Warszawa,8.0,393000.0,2.0,31.0,1980.0,12677.41935483871
Bielany,Warszawa,5.0,676300.0,2.0,52.89,2021.0,12786.916241255436
Wola,Warszawa,1.0,898261.0,4.0,91.8,2021.0,9784.978213507626
Praga-Południe,Warszawa,4.0,720000.0,3.0,69.0,1970.0,10434.782608695652
Wilanów,Warszawa,1.0,1150000.0,3.0,93.2,2009.0,12339.055793991416
Żoliborz,Warszawa,0.0,1150000.0,3.0,70.85,2016.0,16231.47494707128
Wilanów,Warszawa,3.0,1550000.0,4.0,119.48,2008.0,12972.882490793438
Bielany,Warszawa,10.0,599000.0,3.0,56.0,1975.0,10696.42857142857
Wola,Warszawa,2.0,538000.0,2.0,33.33,2019.0,16141.614161416142
Targówek,Warszawa,2.0,330000.0,1.0,36.0,1990.0,9166.666666666666
Mokotów,Warszawa,5.0,870000.0,3.0,90.0,2021.0,9666.666666666666
Bemowo,Warszawa,0.0,729000.0,4.0,69.51,2020.0,10487.69961156668
Śródmieście,Warszawa,4.0,769000.0,2.0,46.1,1966.0,16681.12798264642
Ursus,Warszawa,1.0,409000.0,3.0,49.5,2021.0,8262.626262626263
Targówek,Warszawa,1.0,580000.0,4.0,60.0,1980.0,9666.666666666666
Mokotów,Warszawa,7.0,721600.0,2.0,47.62,2022.0,15153.29693406132
Śródmieście,Warszawa,5.0,744000.0,2.0,59.59,1931.0,12485.316328242992
Mokotów,Warszawa,1.0,620000.0,2.0,38.6,2020.0,16062.176165803108
Śródmieście,Warszawa,5.0,2400000.0,5.0,144.0,1912.0,16666.666666666668
Bielany,Warszawa,0.0,518700.0,2.0,39.9,2022.0,13000.0
Praga-Południe,Warszawa,1.0,590016.0,3.0,52.68,2021.0,11200.0
Żoliborz,Warszawa,0.0,915000.0,3.0,61.19,2015.0,14953.423762052624
Wola,Warszawa,4.0,429000.0,1.0,31.0,1951.0,13838.709677419354
Mokotów,Warszawa,6.0,585000.0,3.0,42.94,1970.0,13623.660922217048
Mokotów,Warszawa,0.0,500000.0,3.0,56.3,1975.0,8880.994671403198
Śródmieście,Warszawa,2.0,899000.0,3.0,87.0,2000.0,10333.333333333334
Mokotów,Warszawa,2.0,575000.0,2.0,44.61,1912.0,12889.486662183368
Wola,Warszawa,10.0,619000.0,4.0,54.0,2020.0,11462.962962962964
Ochota,Warszawa,3.0,1210000.0,4.0,80.8,2015.0,14975.247524752476
Śródmieście,Warszawa,4.0,769000.0,2.0,46.1,1966.0,16681.12798264642
Białołęka,Warszawa,4.0,632899.0,4.0,72.29,2022.0,8755.000691658597
Ursynów,Warszawa,1.0,775000.0,3.0,67.4,2019.0,11498.516320474777
Wola,Warszawa,0.0,486831.0,2.0,42.96,2021.0,11332.192737430169
Żoliborz,Warszawa,1.0,580000.0,2.0,39.5,1955.0,14683.54430379747
Ursynów,Warszawa,5.0,997000.0,3.0,79.0,2008.0,12620.253164556962
Ursynów,Warszawa,0.0,510000.0,2.0,44.0,1980.0,11590.90909090909
Targówek,Warszawa,2.0,430000.0,3.0,49.3,1975.0,8722.10953346856
Wola,Warszawa,10.0,483000.0,2.0,37.2,1968.0,12983.870967741934
Praga-Południe,Warszawa,1.0,899000.0,3.0,82.0,1980.0,10963.414634146342
Bemowo,Warszawa,6.0,549000.0,3.0,63.67,1980.0,8622.58520496309
Mokotów,Warszawa,2.0,685420.0,3.0,65.93,2022.0,10396.177764295464
Śródmieście,Warszawa,3.0,1700000.0,3.0,127.0,1956.0,13385.826771653545
Białołęka,Warszawa,1.0,319000.0,2.0,41.0,2020.0,7780.487804878048
Bemowo,Warszawa,5.0,529000.0,2.0,47.0,1983.0,11255.31914893617
Praga-Północ,Warszawa,4.0,375000.0,3.0,47.0,2022.0,7978.723404255319
Śródmieście,Warszawa,4.0,1384029.0,3.0,121.47,2012.0,11393.99851815263
Praga-Południe,Warszawa,3.0,768000.0,3.0,63.1,2011.0,12171.156893819334
Wilanów,Warszawa,0.0,1022750.0,3.0,82.0,2006.0,12472.560975609756
Ursynów,Warszawa,4.0,850000.0,3.0,71.0,2015.0,11971.830985915492
Mokotów,Warszawa,1.0,798098.0,3.0,73.22,2020.0,10900.0
Bemowo,Warszawa,1.0,600000.0,2.0,59.0,2009.0,10169.49152542373
Ochota,Warszawa,0.0,418000.0,1.0,32.0,1951.0,13062.5
Ursus,Warszawa,1.0,478000.0,3.0,61.95,2022.0,7715.899919289749
Mokotów,Warszawa,2.0,530000.0,2.0,44.17,2009.0,11999.094407969207
Wilanów,Warszawa,1.0,2800000.0,4.0,178.8,2005.0,15659.955257270693
Wola,Warszawa,0.0,521367.0,2.0,47.45,2021.0,10987.713382507902
Białołęka,Warszawa,0.0,350000.0,2.0,39.07,2014.0,8958.280010238033
Śródmieście,Warszawa,3.0,1390000.0,4.0,101.0,1965.0,13762.376237623765
Śródmieście,Warszawa,10.0,624987.0,2.0,44.0,1970.0,14204.25
Ochota,Warszawa,4.0,319000.0,1.0,23.0,1967.0,13869.565217391304
Ursynów,Warszawa,7.0,539000.0,2.0,49.0,1982.0,11000.0
Ursynów,Warszawa,2.0,890000.0,4.0,85.0,1978.0,10470.588235294115
Wola,Warszawa,2.0,450000.0,1.0,42.0,1963.0,10714.285714285714
Praga-Południe,Warszawa,0.0,460000.0,2.0,46.0,1990.0,10000.0
Praga-Południe,Warszawa,1.0,639999.0,3.0,66.16,2020.0,9673.50362756953
Białołęka,Warszawa,2.0,399000.0,2.0,32.0,2018.0,12468.75
Bemowo,Warszawa,0.0,660000.0,2.0,58.7,2002.0,11243.611584327084
Targówek,Warszawa,9.0,600000.0,4.0,70.5,1980.0,8510.63829787234
Śródmieście,Warszawa,2.0,475000.0,2.0,35.0,1952.0,13571.42857142857
Wola,Warszawa,0.0,550000.0,3.0,54.0,1964.0,10185.185185185184
Wola,Warszawa,3.0,435000.0,2.0,38.0,1977.0,11447.368421052632
Bemowo,Warszawa,0.0,575000.0,3.0,67.6,1980.0,8505.917159763314
Białołęka,Warszawa,1.0,375000.0,2.0,37.0,2017.0,10135.135135135137
Praga-Północ,Warszawa,3.0,800000.0,3.0,74.0,1927.0,10810.81081081081
Śródmieście,Warszawa,0.0,709302.0,3.0,62.74,2021.0,11305.419190309212
Praga-Południe,Warszawa,0.0,525000.0,2.0,44.26,2016.0,11861.726163578853
Targówek,Warszawa,4.0,352500.0,2.0,37.5,1968.0,9400.0
Praga-Południe,Warszawa,2.0,375000.0,1.0,25.0,2014.0,15000.0
Mokotów,Warszawa,2.0,325000.0,1.0,29.0,2003.0,11206.896551724138
Śródmieście,Warszawa,5.0,1410500.0,4.0,92.0,1950.0,15331.521739130434
Wesoła,Warszawa,0.0,432000.0,2.0,38.0,2018.0,11368.421052631578
Praga-Północ,Warszawa,4.0,429000.0,2.0,39.0,1985.0,11000.0
Śródmieście,Warszawa,10.0,550000.0,2.0,38.8,1968.0,14175.257731958764
Wola,Warszawa,1.0,585000.0,3.0,54.0,1960.0,10833.333333333334
Mokotów,Warszawa,8.0,783900.0,4.0,67.0,1975.0,11700.0
Śródmieście,Warszawa,1.0,2750000.0,5.0,169.4,1930.0,16233.766233766231
Mokotów,Warszawa,5.0,530000.0,3.0,57.6,1970.0,9201.388888888889
Bielany,Warszawa,10.0,520000.0,3.0,64.0,1976.0,8125.0
Mokotów,Warszawa,4.0,539000.0,3.0,48.49,1968.0,11115.693957517013
Bielany,Warszawa,10.0,650000.0,3.0,60.0,1980.0,10833.333333333334
Ochota,Warszawa,0.0,1150000.0,4.0,90.0,2002.0,12777.777777777776
Śródmieście,Warszawa,2.0,475500.0,1.0,35.0,1953.0,13585.714285714286
Żoliborz,Warszawa,2.0,1041456.0,3.0,66.76,2014.0,15599.999999999998
Śródmieście,Warszawa,3.0,1390000.0,4.0,101.0,1965.0,13762.376237623765
Mokotów,Warszawa,7.0,404000.0,1.0,29.6,1973.0,13648.648648648648
Praga-Południe,Warszawa,1.0,1160000.0,3.0,78.0,2010.0,14871.794871794871
Bielany,Warszawa,7.0,325000.0,1.0,27.0,1969.0,12037.037037037036
Bemowo,Warszawa,0.0,2150000.0,4.0,135.16,2007.0,15907.073098549869
Mokotów,Warszawa,9.0,329000.0,1.0,31.0,1979.0,10612.90322580645
Wilanów,Warszawa,2.0,659000.0,2.0,60.08,2010.0,10968.708388814914
Bielany,Warszawa,5.0,640000.0,3.0,58.0,2008.0,11034.48275862069
Praga-Południe,Warszawa,3.0,1047750.0,4.0,95.25,2021.0,11000.0
Ursus,Warszawa,0.0,569000.0,3.0,70.0,2009.0,8128.571428571428
Bemowo,Warszawa,2.0,539960.0,2.0,48.4,2022.0,11156.198347107438
Bemowo,Warszawa,0.0,799000.0,3.0,66.66,2020.0,11986.198619861989
Ursynów,Warszawa,3.0,639000.0,4.0,80.24,1988.0,7963.609172482553
Mokotów,Warszawa,1.0,514350.0,2.0,38.1,1973.0,13500.0
Białołęka,Warszawa,4.0,460000.0,2.0,49.0,2005.0,9387.755102040815
Ursynów,Warszawa,7.0,729000.0,3.0,58.0,2006.0,12568.96551724138
Wola,Warszawa,4.0,575000.0,2.0,48.96,1954.0,11744.281045751632
Wilanów,Warszawa,1.0,1153400.0,3.0,89.4,2006.0,12901.565995525729
Ursynów,Warszawa,1.0,1200000.0,4.0,91.0,1988.0,13186.813186813188
Ursus,Warszawa,4.0,989000.0,3.0,75.6,2001.0,13082.010582010584
Wola,Warszawa,1.0,772526.0,4.0,83.32,2021.0,9271.795487277965
Wola,Warszawa,5.0,436000.0,2.0,36.5,2022.0,11945.205479452055
Bemowo,Warszawa,2.0,959000.0,3.0,74.0,2019.0,12959.45945945946
Mokotów,Warszawa,2.0,428100.0,1.0,29.8,2022.0,14365.771812080537
Bielany,Warszawa,2.0,560000.0,2.0,52.0,1955.0,10769.23076923077
Białołęka,Warszawa,0.0,320251.0,1.0,29.93,2021.0,10700.0
Mokotów,Warszawa,4.0,498000.0,1.0,33.48,1960.0,14874.551971326166
Mokotów,Warszawa,0.0,399000.0,1.0,32.37,2022.0,12326.227988878592
Mokotów,Warszawa,9.0,334000.0,1.0,31.0,1979.0,10774.193548387097
Mokotów,Warszawa,5.0,454800.0,1.0,30.07,2022.0,15124.709012304622
Ochota,Warszawa,10.0,1250000.0,4.0,102.0,1999.0,12254.901960784313
Bemowo,Warszawa,2.0,726000.0,3.0,78.0,1998.0,9307.692307692309
Mokotów,Warszawa,0.0,1351840.0,3.0,84.49,2021.0,16000.000000000002
Mokotów,Warszawa,4.0,540000.0,2.0,48.0,1956.0,11250.0
Bielany,Warszawa,2.0,495000.0,3.0,49.0,1968.0,10102.040816326533
Bemowo,Warszawa,5.0,385720.0,1.0,28.1,2022.0,13726.690391459077
Praga-Południe,Warszawa,2.0,440450.0,2.0,38.3,2021.0,11500.0
Ursus,Warszawa,0.0,350000.0,2.0,38.0,1970.0,9210.526315789471
Ursus,Warszawa,3.0,467900.0,3.0,51.55,2021.0,9076.62463627546
Targówek,Warszawa,0.0,399000.0,2.0,38.0,1970.0,10500.0
Wola,Warszawa,0.0,744000.0,2.0,50.0,2011.0,14880.0
Bielany,Warszawa,3.0,499900.0,3.0,56.04,1970.0,8920.413990007139
Mokotów,Warszawa,1.0,605000.0,2.0,46.3,1955.0,13066.95464362851
Bemowo,Warszawa,1.0,1160000.0,3.0,78.0,2010.0,14871.794871794871
Białołęka,Warszawa,0.0,457000.0,2.0,47.9,2014.0,9540.70981210856
Białołęka,Warszawa,1.0,365000.0,2.0,37.0,2017.0,9864.864864864863
Bemowo,Warszawa,1.0,800000.0,3.0,71.11,2011.0,11250.175783996625
Mokotów,Warszawa,5.0,1690000.0,4.0,109.0,2007.0,15504.587155963303
Rembertów,Warszawa,3.0,350000.0,2.0,38.0,1965.0,9210.526315789471
Wilanów,Warszawa,0.0,799900.0,2.0,61.0,2008.0,13113.11475409836
Praga-Południe,Warszawa,1.0,542300.0,3.0,64.95,2021.0,8349.499615088529
Praga-Południe,Warszawa,2.0,1105000.0,4.0,85.0,2013.0,13000.0
Praga-Północ,Warszawa,1.0,417216.0,2.0,40.38,2021.0,10332.24368499257
Włochy,Warszawa,3.0,379000.0,2.0,37.2,1970.0,10188.172043010753
Wola,Warszawa,0.0,549000.0,3.0,47.0,2020.0,11680.851063829788
Targówek,Warszawa,4.0,352500.0,2.0,37.5,1968.0,9400.0
Ursynów,Warszawa,0.0,479900.0,2.0,43.93,2021.0,10924.19758707034
Wawer,Warszawa,1.0,279372.0,1.0,30.04,2022.0,9300.0
Praga-Północ,Warszawa,2.0,734107.0,3.0,60.5,2022.0,12134.0
Wola,Warszawa,2.0,530000.0,2.0,56.2,1956.0,9430.604982206403
Ursus,Warszawa,3.0,460000.0,2.0,47.36,1997.0,9712.837837837838
Bemowo,Warszawa,2.0,675000.0,2.0,44.81,1956.0,15063.601874581564
Praga-Południe,Warszawa,4.0,499512.0,2.0,45.58,2022.0,10959.01711276876
Wawer,Warszawa,2.0,484642.5,2.0,54.15,2021.0,8950.0
Wola,Warszawa,7.0,1026975.47,4.0,98.7,2022.0,10405.019959473151
Praga-Południe,Warszawa,7.0,525000.0,3.0,59.3,1982.0,8853.288364249578
Wawer,Warszawa,4.0,599000.0,3.0,56.4,2020.0,10620.567375886523
Praga-Południe,Warszawa,10.0,385000.0,2.0,48.0,1982.0,8020.833333333333
Rembertów,Warszawa,0.0,295000.0,2.0,35.81,1962.0,8237.922368053616
Ursynów,Warszawa,3.0,959000.0,3.0,75.0,2010.0,12786.666666666666
Śródmieście,Warszawa,2.0,900000.0,2.0,56.0,1959.0,16071.42857142857
Ursus,Warszawa,2.0,469025.4,3.0,53.88,2021.0,8705.0
Bemowo,Warszawa,0.0,665900.0,3.0,59.0,2019.0,11286.440677966102
Włochy,Warszawa,3.0,569000.0,3.0,60.0,2008.0,9483.333333333334
Mokotów,Warszawa,1.0,2434306.0,5.0,154.0,2019.0,15807.181818181818
Praga-Południe,Warszawa,6.0,413000.0,2.0,46.0,1950.0,8978.260869565218
Praga-Południe,Warszawa,0.0,460000.0,2.0,46.0,1990.0,10000.0
Praga-Południe,Warszawa,1.0,240275.0,1.0,24.36,2021.0,9863.505747126435
Ursus,Warszawa,7.0,549000.0,3.0,63.84,2020.0,8599.624060150376
Mokotów,Warszawa,7.0,390000.0,1.0,31.0,1973.0,12580.645161290322
Praga-Południe,Warszawa,7.0,480000.0,2.0,48.0,1979.0,10000.0
Praga-Południe,Warszawa,1.0,650000.0,3.0,52.0,2000.0,12500.0
Śródmieście,Warszawa,5.0,950000.0,3.0,60.0,1970.0,15833.333333333334
Praga-Północ,Warszawa,5.0,340000.0,1.0,26.0,2021.0,13076.923076923076
Ursus,Warszawa,2.0,410000.0,2.0,45.0,2001.0,9111.111111111111
Wilanów,Warszawa,1.0,650000.0,2.0,51.04,2011.0,12735.10971786834
Mokotów,Warszawa,0.0,2715606.0,4.0,168.0,2021.0,16164.32142857143
Ochota,Warszawa,3.0,1100000.0,3.0,90.4,2001.0,12168.141592920354
Targówek,Warszawa,4.0,1220000.0,4.0,88.0,2018.0,13863.636363636364
Bemowo,Warszawa,1.0,591000.0,3.0,63.68,2021.0,9280.778894472362
Bemowo,Warszawa,0.0,499000.0,1.0,61.23,2009.0,8149.599869345093
Śródmieście,Warszawa,1.0,828836.0,3.0,69.77,2021.0,11879.547083273614
Wilanów,Warszawa,3.0,1190000.0,4.0,136.0,2001.0,8750.0
Bielany,Warszawa,7.0,325000.0,1.0,27.0,1969.0,12037.037037037036
Mokotów,Warszawa,6.0,477500.0,1.0,31.08,2022.0,15363.577863577864
Targówek,Warszawa,3.0,547000.0,3.0,58.6,1976.0,9334.470989761092
Żoliborz,Warszawa,2.0,1157700.0,3.0,88.0,2014.0,13155.681818181818
Bemowo,Warszawa,1.0,573000.0,3.0,61.0,2021.0,9393.44262295082
Śródmieście,Warszawa,10.0,1456000.0,4.0,108.0,2020.0,13481.481481481482
Mokotów,Warszawa,1.0,394000.0,2.0,37.42,2022.0,10529.128808123998
Rembertów,Warszawa,3.0,225898.0,1.0,25.24,2022.0,8950.0
Mokotów,Warszawa,2.0,849000.0,4.0,86.29,2020.0,9838.915285664618
Bielany,Warszawa,2.0,890000.0,3.0,63.0,1954.0,14126.984126984127
Targówek,Warszawa,8.0,335000.0,2.0,35.0,1977.0,9571.42857142857
Ochota,Warszawa,4.0,735000.0,2.0,49.2,1955.0,14939.024390243902
Mokotów,Warszawa,3.0,435000.0,2.0,39.5,2021.0,11012.658227848102
Praga-Południe,Warszawa,5.0,550000.0,3.0,56.0,1970.0,9821.42857142857
Ursynów,Warszawa,1.0,1200000.0,4.0,91.0,1988.0,13186.813186813188
Bielany,Warszawa,2.0,783400.0,3.0,58.59,2021.0,13370.882403140467
Ochota,Warszawa,10.0,810000.0,2.0,54.0,2010.0,15000.0
Mokotów,Warszawa,1.0,530000.0,3.0,53.15,1975.0,9971.777986829728
Białołęka,Warszawa,0.0,540000.0,3.0,65.0,2012.0,8307.692307692309
Praga-Południe,Warszawa,3.0,955000.0,5.0,108.0,1999.0,8842.592592592593
Bielany,Warszawa,2.0,714248.0,2.0,46.99,2022.0,15200.0
Wawer,Warszawa,2.0,1740000.0,6.0,200.3,2010.0,8686.969545681477
Praga-Południe,Warszawa,3.0,625000.0,2.0,38.0,1938.0,16447.36842105263
Mokotów,Warszawa,6.0,896299.0,4.0,89.63,2021.0,9999.98884302131
Ochota,Warszawa,0.0,275000.0,1.0,20.0,1967.0,13750.0
Śródmieście,Warszawa,2.0,475500.0,1.0,35.0,1953.0,13585.714285714286
Ursynów,Warszawa,10.0,430000.0,2.0,43.8,1981.0,9817.351598173516
Żoliborz,Warszawa,4.0,1100000.0,3.0,76.2,2005.0,14435.695538057742
Bielany,Warszawa,1.0,385000.0,1.0,36.0,2001.0,10694.444444444443
Bemowo,Warszawa,2.0,715000.0,3.0,67.0,1990.0,10671.641791044776
Wola,Warszawa,2.0,791770.0,4.0,80.1,2021.0,9884.769038701625
Śródmieście,Warszawa,10.0,260000.0,1.0,18.0,2021.0,14444.444444444443
Praga-Południe,Warszawa,1.0,555000.0,3.0,57.0,1960.0,9736.842105263158
Mokotów,Warszawa,3.0,540000.0,2.0,47.0,1959.0,11489.36170212766
Mokotów,Warszawa,2.0,408000.0,2.0,37.5,1952.0,10880.0
Ursynów,Warszawa,2.0,560000.0,2.0,56.0,2009.0,10000.0
Wesoła,Warszawa,0.0,665000.0,3.0,66.0,2005.0,10075.757575757576
Mokotów,Warszawa,1.0,1106270.0,3.0,100.57,2019.0,11000.0
Ochota,Warszawa,0.0,763805.0,2.0,54.95,2021.0,13900.0
Śródmieście,Warszawa,3.0,720000.0,2.0,45.82,1900.0,15713.66215626364
Praga-Północ,Warszawa,10.0,425000.0,2.0,36.1,1970.0,11772.853185595568
Włochy,Warszawa,3.0,499000.0,2.0,45.0,1960.0,11088.888888888889
Mokotów,Warszawa,1.0,799900.0,3.0,63.04,2022.0,12688.769035532996
Bielany,Warszawa,6.0,445000.0,3.0,51.0,1972.0,8725.490196078432
Praga-Północ,Warszawa,5.0,783832.38,3.0,61.17,2022.0,12814.0
Wola,Warszawa,0.0,440000.0,2.0,53.0,1953.0,8301.88679245283
Śródmieście,Warszawa,0.0,872734.0,3.0,76.82,2021.0,11360.7654256704
Targówek,Warszawa,2.0,419000.0,2.0,46.0,1975.0,9108.695652173914
Wilanów,Warszawa,2.0,811500.0,4.0,91.1,2021.0,8907.793633369924
Bemowo,Warszawa,3.0,629000.0,4.0,72.6,1985.0,8663.911845730028
Praga-Północ,Warszawa,1.0,1000000.0,3.0,62.5,2020.0,16000.0
Mokotów,Warszawa,3.0,950000.0,3.0,85.0,2009.0,11176.470588235294
Praga-Południe,Warszawa,5.0,625260.0,3.0,59.32,2022.0,10540.458530006745
Bemowo,Warszawa,1.0,600000.0,2.0,53.0,2000.0,11320.754716981131
Praga-Południe,Warszawa,8.0,603200.0,2.0,54.96,2021.0,10975.254730713246
Praga-Południe,Warszawa,3.0,768000.0,3.0,63.1,2011.0,12171.156893819334
Bielany,Warszawa,6.0,760000.0,4.0,63.41,1972.0,11985.491247437314
Bemowo,Warszawa,2.0,599000.0,2.0,50.0,2005.0,11980.0
Wola,Warszawa,7.0,667000.0,2.0,48.58,1970.0,13729.930012350762
Mokotów,Warszawa,0.0,743300.0,2.0,52.35,2021.0,14198.662846227317
Śródmieście,Warszawa,2.0,599900.0,2.0,36.0,1946.0,16663.88888888889
Praga-Południe,Warszawa,3.0,549000.0,3.0,65.0,1978.0,8446.153846153846
Wilanów,Warszawa,2.0,812500.0,4.0,91.49,2021.0,8880.751994753526
Wola,Warszawa,2.0,610800.0,2.0,64.0,2001.0,9543.75
Ursus,Warszawa,1.0,515000.0,3.0,66.21,2022.0,7778.281226400846
Praga-Południe,Warszawa,2.0,755000.0,3.0,81.29,2011.0,9287.735268790748
Białołęka,Warszawa,0.0,319000.0,1.0,30.0,2014.0,10633.333333333334
Mokotów,Warszawa,8.0,495000.0,3.0,46.2,1967.0,10714.285714285714
Mokotów,Warszawa,1.0,420000.0,1.0,34.0,2003.0,12352.941176470587
Włochy,Warszawa,3.0,954400.0,3.0,119.3,1999.0,8000.0
Żoliborz,Warszawa,5.0,529400.0,2.0,42.4,2021.0,12485.849056603774
Praga-Południe,Warszawa,8.0,530000.0,3.0,46.0,1980.0,11521.739130434782
Ochota,Warszawa,2.0,555000.0,2.0,44.1,1970.0,12585.034013605442
Białołęka,Warszawa,0.0,535000.0,3.0,65.18,2013.0,8208.039275851488
Mokotów,Warszawa,4.0,389000.0,1.0,30.0,1960.0,12966.666666666666
Bemowo,Warszawa,3.0,1150000.0,4.0,142.7,2000.0,8058.86475122635
Wilanów,Warszawa,0.0,980000.0,3.0,73.3,2012.0,13369.713506139156
Wola,Warszawa,1.0,620000.0,2.0,44.2,2020.0,14027.149321266968
Śródmieście,Warszawa,4.0,750000.0,2.0,50.0,1962.0,15000.0
Śródmieście,Warszawa,9.0,699000.0,3.0,59.0,1978.0,11847.457627118643
Białołęka,Warszawa,0.0,500000.0,3.0,54.0,2012.0,9259.25925925926
Bemowo,Warszawa,0.0,2400000.0,4.0,204.5,2010.0,11735.9413202934
Ursynów,Warszawa,0.0,404000.0,1.0,34.0,2020.0,11882.35294117647
Mokotów,Warszawa,3.0,570000.0,2.0,46.94,1963.0,12143.16148274393
Włochy,Warszawa,2.0,1312500.0,5.0,125.0,2003.0,10500.0
Bielany,Warszawa,0.0,704013.0,2.0,49.93,2022.0,14100.0
Ursynów,Warszawa,2.0,739000.0,4.0,70.0,1979.0,10557.142857142857
Żoliborz,Warszawa,0.0,460000.0,2.0,37.0,1968.0,12432.432432432432
Praga-Południe,Warszawa,5.0,615200.0,3.0,60.9,2020.0,10101.806239737274
Żoliborz,Warszawa,4.0,355000.0,1.0,27.0,1971.0,13148.148148148148
Mokotów,Warszawa,3.0,2450000.0,4.0,155.0,2012.0,15806.451612903224
Wola,Warszawa,1.0,527460.0,1.0,35.4,2021.0,14900.0
Bemowo,Warszawa,1.0,573000.0,3.0,61.05,2021.0,9385.749385749386
Praga-Południe,Warszawa,0.0,398000.0,2.0,32.0,1950.0,12437.5
Praga-Południe,Warszawa,3.0,299900.0,1.0,25.5,1975.0,11760.78431372549
Białołęka,Warszawa,2.0,429000.0,2.0,54.3,2001.0,7900.552486187846
Wola,Warszawa,1.0,950000.0,4.0,84.0,2009.0,11309.52380952381
Bemowo,Warszawa,0.0,729000.0,2.0,53.48,2018.0,13631.264023934182
Wawer,Warszawa,5.0,652912.0,4.0,75.92,2020.0,8600.0
Wola,Warszawa,3.0,629000.0,2.0,43.2,2019.0,14560.185185185184
Ursynów,Warszawa,2.0,670000.0,2.0,56.4,2008.0,11879.432624113477
Praga-Południe,Warszawa,3.0,713865.0,3.0,59.91,2022.0,11915.62343515273
Wola,Warszawa,8.0,792792.0,3.0,62.57,2021.0,12670.481061211443
Śródmieście,Warszawa,4.0,1249000.0,4.0,80.6,1995.0,15496.277915632756
Mokotów,Warszawa,0.0,330000.0,1.0,31.0,1980.0,10645.16129032258
Śródmieście,Warszawa,3.0,835000.0,3.0,62.0,1908.0,13467.741935483871
Wola,Warszawa,3.0,648700.0,2.0,54.0,1970.0,12012.962962962964
Mokotów,Warszawa,2.0,475000.0,2.0,41.0,1960.0,11585.365853658535
Wola,Warszawa,1.0,449800.0,1.0,38.0,1960.0,11836.842105263158
Włochy,Warszawa,2.0,550000.0,2.0,40.0,1937.0,13750.0
Białołęka,Warszawa,2.0,465000.0,2.0,53.0,2001.0,8773.584905660377
Bielany,Warszawa,1.0,455000.0,2.0,38.0,1970.0,11973.684210526317
Wola,Warszawa,6.0,499010.0,1.0,35.9,2020.0,13900.0
Bielany,Warszawa,3.0,549000.0,2.0,39.0,2010.0,14076.923076923076
Ursus,Warszawa,3.0,460000.0,3.0,50.0,1968.0,9200.0
Śródmieście,Warszawa,3.0,634000.0,2.0,42.3,1952.0,14988.179669030736
Białołęka,Warszawa,0.0,350000.0,2.0,44.0,2010.0,7954.545454545455
Włochy,Warszawa,4.0,910000.0,3.0,71.14,2017.0,12791.678380657857
Wola,Warszawa,8.0,834000.0,4.0,66.72,2020.0,12500.0
Mokotów,Warszawa,3.0,389000.0,1.0,28.21,1955.0,13789.43637008153
Wola,Warszawa,1.0,534543.0,2.0,46.78,2021.0,11426.742197520309
Bemowo,Warszawa,1.0,760000.0,3.0,53.0,75.0,14339.622641509432
Żoliborz,Warszawa,4.0,810000.0,3.0,80.0,1994.0,10125.0
Żoliborz,Warszawa,1.0,779000.0,4.0,65.0,1960.0,11984.615384615385
Białołęka,Warszawa,2.0,328700.0,2.0,38.0,2020.0,8650.0
Ochota,Warszawa,2.0,768000.0,2.0,48.0,1936.0,16000.0
Praga-Południe,Warszawa,2.0,845000.0,5.0,106.0,1995.0,7971.698113207547
Mokotów,Warszawa,4.0,449000.0,1.0,36.0,1956.0,12472.222222222224
Bemowo,Warszawa,6.0,1700000.0,4.0,107.0,2014.0,15887.85046728972
Praga-Południe,Warszawa,0.0,349990.0,1.0,40.0,1970.0,8749.75
Ursynów,Warszawa,5.0,520000.0,2.0,49.7,1980.0,10462.776659959758
Wilanów,Warszawa,1.0,638480.0,2.0,52.7,2013.0,12115.37001897533
Wola,Warszawa,0.0,650000.0,3.0,64.99,2021.0,10001.538698261273
Wola,Warszawa,1.0,669300.0,3.0,67.9,2021.0,9857.142857142857
Praga-Północ,Warszawa,0.0,595851.0,2.0,46.5,2022.0,12814.0
Mokotów,Warszawa,4.0,449000.0,1.0,36.0,1956.0,12472.222222222224
Bemowo,Warszawa,4.0,475000.0,3.0,51.48,1975.0,9226.884226884227
Śródmieście,Warszawa,4.0,625000.0,2.0,45.31,1966.0,13793.864489075258
Białołęka,Warszawa,1.0,301458.0,2.0,37.12,2020.0,8121.174568965518
Praga-Północ,Warszawa,1.0,591449.04,2.0,46.41,2022.0,12744.000000000002
Mokotów,Warszawa,3.0,928000.0,4.0,82.1,2021.0,11303.288672350793
Białołęka,Warszawa,2.0,308000.0,2.0,34.0,2020.0,9058.823529411764
