address,city,floor,latitude,longitude,price,rooms,sq,year,price_per_sq
Łagiewniki-Borek Fałęcki,Kraków,0.0,50.0232502,19.9346479,889470.0,3.0,81.8,2019.0,10873.716381418091
Podgórze Duchackie,Kraków,7.0,50.0242313,19.959569,399000.0,2.0,38.86,2021.0,10267.627380339682
Prądnik Biały,Kraków,6.0,50.05088545,19.964248157558234,569000.0,2.0,48.4,2001.0,11756.198347107438
Prądnik Biały,Kraków,7.0,50.1035684,19.9536031063012,515000.0,3.0,55.3,2009.0,9312.839059674505
Podgórze,Kraków,1.0,50.0430999,19.9529614,738172.0,3.0,74.45,2021.0,9915.00335795836
Mistrzejowice,Kraków,4.0,50.0986433,20.0132206,729902.0,4.0,87.94,2020.0,8300.0
Grzegórzki,Kraków,6.0,50.058444,19.9702351,1068993.0,3.0,86.91,2021.0,12300.0
Nowa Huta,Kraków,2.0,50.0469432,19.997153435836697,440000.0,2.0,46.54,2018.0,9454.23291792007
Grzegórzki,Kraków,3.0,50.0666138,19.9645711,569000.0,2.0,48.69,1966.0,11686.17785993017
Mistrzejowice,Kraków,2.0,50.0986433,20.0132206,389016.0,2.0,36.02,2020.0,10799.999999999998
Mistrzejowice,Kraków,0.0,50.0986433,20.0132206,354351.0,2.0,40.73,2022.0,8700.0
Krowodrza,Kraków,2.0,50.0684308,19.9137868,669000.0,3.0,65.0,1980.0,10292.307692307691
Nowa Huta,Kraków,4.0,50.0469432,19.997153435836697,414000.0,1.0,34.5,2022.0,12000.0
Mistrzejowice,Kraków,5.0,50.09742625,20.00960263225891,380000.0,2.0,36.0,2020.0,10555.555555555557
Dębniki,Kraków,0.0,50.0471731,19.9322718,349000.0,1.0,31.0,1900.0,11258.064516129032
Krowodrza,Kraków,2.0,50.0686102,19.912086,740000.0,3.0,62.73,1978.0,11796.588554120835
Prądnik Czerwony,Kraków,0.0,50.0858369,19.9714303,452270.0,2.0,46.15,2021.0,9800.0
Stare Miasto,Kraków,2.0,50.0619474,19.9368564,399000.0,2.0,44.21,2021.0,9025.10744175526
Podgórze Duchackie,Kraków,0.0,50.0146222,19.953758,489600.0,3.0,61.2,2020.0,8000.0
Podgórze,Kraków,5.0,50.04450785,19.9731901,527138.0,2.0,49.73,2020.0,10600.0
Nowa Huta,Kraków,10.0,50.0818649,20.0122791,240000.0,1.0,24.0,1980.0,10000.0
Stare Miasto,Kraków,1.0,50.0590398,19.93716829792899,1150000.0,5.0,95.5,1880.0,12041.884816753927
Nowa Huta,Kraków,3.0,50.0816349,20.016490706002102,398000.0,2.0,52.0,1962.0,7653.846153846154
Nowa Huta,Kraków,3.0,50.0469432,19.997153435836697,520354.0,2.0,49.09,2020.0,10600.0
Podgórze,Kraków,1.0,50.0336609,19.9712973,349354.0,1.0,38.4,2021.0,9097.760416666668
Krowodrza,Kraków,3.0,50.07087985,19.91656311814478,360000.0,2.0,37.1,1970.0,9703.504043126684
Podgórze,Kraków,2.0,50.0454593,20.0002025,423000.0,3.0,56.05,2023.0,7546.833184656557
