district,city,floor,price,rooms,sq,year,price_per_sq,update_date,offer_url
Ursynów,Warszawa,0,1250000.00,3,63.24,2019,19766.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-3-pokoje-ze-120m-ogrodem-na-ursynowie-ID4rjYv
Wola,Warszawa,1,1300000.00,3,56.28,2019,23099.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-56-28m2-bezposrednio-wola-ID4qHiF
Białołęka,Warszawa,0,550000.00,2,42.00,2019,13095.00,2024-07-04,https://www.otodom.pl/pl/oferta/komfortowe-mieszkanie-gotowe-do-wprowadzenia-ID4qK1d
Targówek,Warszawa,2,1080000.00,3,69.00,2019,15652.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-mieszkanie-69-m2-ciche-i-spokojne-ID4ra3i
Mokotów,Warszawa,1,1990000.00,4,107.50,2019,18512.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-sluzew-2-tarasy-garaz-ID4qKOW
Włochy,Warszawa,2,1249000.00,3,69.40,2019,17997.00,2024-07-04,https://www.otodom.pl/pl/oferta/warszawa-rakow-instalatorow-69-4m2-3-pokoje-ID4qU4K
Włochy,Warszawa,5,799000.00,2,40.61,2019,19675.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwa-pokoje-nieopodal-parku-szczesliwickiego-ID4rjMx
Bemowo,Warszawa,5,590000.00,1,30.60,2019,19281.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-30-m2-tuz-przy-metrze-bezposrednio-ID4qRFV
Wilanów,Warszawa,3,1195000.00,2,39.00,2019,30641.00,2024-07-04,https://www.otodom.pl/pl/oferta/ekskluzywny-apartament-wilanow-zawady-garaz-komork-ID4qG8C
Praga-Północ,Warszawa,5,920000.00,2,38.37,2019,23977.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokojowe-38m2-balkon-konser-stadion-narodowy-ID4r8Wr
Białołęka,Warszawa,2,755000.00,3,59.00,2019,12797.00,2024-07-04,https://www.otodom.pl/pl/oferta/atrakcyjny-rozklad-z-duzym-balkonem-zadbane-ID4rjuH
Włochy,Warszawa,0,1590000.00,3,72.66,2019,21883.00,2024-07-04,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-72m2-z-ogrodem-118m2-ID4pndM
Białołęka,Warszawa,0,865000.00,3,55.05,2019,15713.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pok-ul-katy-grodziskie-z-duzym-ogrodkiem-ID4qWzh
Ursus,Warszawa,3,1060000.00,3,57.22,2019,18525.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesne-3-pokojowe-mieszkanie-na-sprzedaz-ID4qeRa
Ursynów,Warszawa,5,1140000.00,3,58.21,2019,19584.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-58m-zloty-potok-bezposrednio-ID4qEY1
Mokotów,Warszawa,6,1980000.00,3,90.86,2019,21792.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwupoziomowy-apartament-na-nordic-mokotow-ii-ID4pR7u
Białołęka,Warszawa,0,870000.00,3,69.60,2019,12500.00,2024-07-04,https://www.otodom.pl/pl/oferta/trzypokojowe-mieszkanie-na-spokojnym-osiedlu-ID4r2RG
Białołęka,Warszawa,0,650000.00,2,52.71,2019,12332.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwa-pokoje-na-cichej-bialolece-ID4r6AA
Praga-Południe,Warszawa,6,1290000.00,3,65.30,2019,19755.00,2024-07-04,https://www.otodom.pl/pl/oferta/wiatraczna-3-pok-ID4rieY
Mokotów,Warszawa,6,2050000.00,3,68.91,2019,29749.00,2024-07-04,https://www.otodom.pl/pl/oferta/moktow-wysoki-standard-taras-ID4pVM0
Wola,Warszawa,1,599000.00,2,29.61,2019,20230.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokojowy-apartament-premium-mieszkanie-pawia-51-ID4pjOW
Praga-Północ,Warszawa,2,756000.00,1,36.95,2019,20460.00,2024-07-04,https://www.otodom.pl/pl/oferta/zrewitalizowana-kamienica-przy-metrze-ID4qiiK
Wola,Warszawa,1,1090000.00,2,46.00,2019,23696.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-na-woli-ze-swietnym-ukladem-i-widokiem-ID4rhPN
Wawer,Warszawa,1,960000.00,3,65.00,2019,14769.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokojowe-bezczynszowe-mieszkanie-ogrodek-garaz-ID4r9wU
Mokotów,Warszawa,2,1199000.00,3,65.00,2019,18446.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-ciche-przestronne-ID4rhE7
Ursus,Warszawa,3,899000.00,3,50.94,2019,17648.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-51-m2-balkon-20-m2-golabki-ID4r6DO
Wola,Warszawa,1,999000.00,2,60.41,2019,16537.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-promocja-do-12-07-2-pok-loggia-ID4rhiI
Bemowo,Warszawa,4,1039000.00,2,48.49,2019,21427.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-wyjatkowy-widok-metro-bemowo-ID4qPCs
Wesoła,Warszawa,2,930000.00,4,74.00,2019,12568.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-bezczynszowe-warszawa-stara-milosna-ID4rheB
Targówek,Warszawa,0,1125000.00,3,72.90,2019,15432.00,2024-07-04,https://www.otodom.pl/pl/oferta/72-90-m2-3-pok-wilno-pohulanka-3a-ogrod-ID4r02X
Ursynów,Warszawa,3,655000.00,2,39.50,2019,16582.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-37m2-2-5m2-komorka-ursynow-mokotow-ID4rgum
Wola,Warszawa,6,919000.00,2,41.00,2019,22415.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-balkon-garaz-bliska-wola-ID4r69g
Ochota,Warszawa,3,1925000.00,2,55.00,2019,35000.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesny-apartament-54-m2-ochota-2pok-kuchnia-ID4rgbL
Targówek,Warszawa,0,1120000.00,3,63.00,2019,17778.00,2024-07-04,https://www.otodom.pl/pl/oferta/trzypokojowe-metro-trocka-pilna-sprzedaz-ID4rd7S
Białołęka,Warszawa,4,950000.00,3,68.00,2019,13971.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-mieszkanie-zeran-68m2-ID4pZdy
Mokotów,Warszawa,5,875000.00,2,40.00,2019,21875.00,2024-07-04,https://www.otodom.pl/pl/oferta/do-wprowadzenia-mieszkanie-dwupokojowe-ID4rfuy
Wola,Warszawa,0,850000.00,2,30.00,2019,28333.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pok-w-nowym-budownictwie-z-miejscem-postojowym-ID4rfu9
Mokotów,Warszawa,0,900000.00,2,40.50,2019,22222.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-jasminowy-mokotow-40m2-bezposrednio-ID4hauG
Mokotów,Warszawa,5,1680000.00,4,80.03,2019,20992.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-cybernetyki-4-pokoje-80-m2-2x-garaz-ID4pGQf
Mokotów,Warszawa,1,2590000.00,2,80.79,2019,32058.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-dla-pary-fort-cze-taras-ID4ncIt
Wawer,Warszawa,2,879000.00,3,64.00,2019,13734.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-pod-klucz-3-pokoje-64m2-tuz-przy-skm-wawer-ID4qCrt
Wilanów,Warszawa,1,849000.00,2,41.00,2019,20707.00,2024-07-04,https://www.otodom.pl/pl/oferta/2pok-balkon-garaz-wilanow-ID4qp48
Mokotów,Warszawa,3,1575062.00,3,68.78,2019,22900.00,2024-07-04,https://www.otodom.pl/pl/oferta/piekne-mieszkanie-69m2-3pok-balkon-2xparking-ID4reiS
Ursus,Warszawa,2,760000.00,2,45.74,2019,16616.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-46-m2-golabki-ID4rdqk
Mokotów,Warszawa,1,2000000.00,2,67.00,2019,29851.00,2024-07-04,https://www.otodom.pl/pl/oferta/przestronny-apartament-z-tarasem-67-m2-ID47eOy
Bemowo,Warszawa,2,827000.00,2,43.77,2019,18894.00,2024-07-04,https://www.otodom.pl/pl/oferta/wygodne-2-pokoje-na-bemowie-ID4rdDl
Wola,Warszawa,0,590000.00,1,17.63,2019,33466.00,2024-07-04,https://www.otodom.pl/pl/oferta/luksusowa-inwestycja-w-prestizowej-lokalizacji-ID4rd9w
Białołęka,Warszawa,0,890000.00,3,56.26,2019,15819.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pok-2-ogrodki-garaz-przy-pkp-zeran-ID4qYwo
Wawer,Warszawa,1,1065000.00,3,61.37,2019,17354.00,2024-07-04,https://www.otodom.pl/pl/oferta/enklawa-w-wawrze-swietna-przestrzen-dla-rodzin-ID4rcKZ
Mokotów,Warszawa,0,920000.00,2,46.50,2019,19785.00,2024-07-04,https://www.otodom.pl/pl/oferta/piekne-2-pokoje-z-odrodem-i-garazem-komorka-lok-ID4rbHv
Wilanów,Warszawa,3,951860.00,2,36.61,2019,26000.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-wilanow-37m2-garaz-balkon-ID4r5AW
Ursynów,Warszawa,4,1716000.00,4,78.00,2019,22000.00,2024-07-04,https://www.otodom.pl/pl/oferta/funkcjonalne-do-wprowadzenia-fort-sluzew-0-ID4p3rR
Białołęka,Warszawa,0,619000.00,2,43.00,2019,14395.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-na-bialolece-osiedle-regaty-ID4fsB4
Mokotów,Warszawa,2,15000000.00,5,336.00,2019,44643.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-apartament-fort-pilsudskiego-ID4nUqC
Praga-Południe,Warszawa,8,2780000.00,4,115.00,2019,24174.00,2024-07-04,https://www.otodom.pl/pl/oferta/kamionkowska-apartament-z-tarasem-ID4qWHN
Bemowo,Warszawa,3,1190000.00,3,62.00,2019,19194.00,2024-07-04,https://www.otodom.pl/pl/oferta/na-sprzedaz-3-pok-mieszkanie-z-garazem-i-tarasem-ID4qhPQ
Białołęka,Warszawa,5,880000.00,3,58.73,2019,14984.00,2024-07-04,https://www.otodom.pl/pl/oferta/wysoki-standard-59m2-3-pokoje-garaz-ID4qLAU
Wola,Warszawa,1,655000.00,2,28.00,2019,23393.00,2024-07-04,https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-na-warszawskiej-woli-ID4pE9I
Bielany,Warszawa,0,2650000.00,4,143.15,2019,18512.00,2024-07-04,https://www.otodom.pl/pl/oferta/piekny-dom-na-bliskich-bielanach-ID4r9Yu
Mokotów,Warszawa,0,965000.00,2,44.53,2019,21671.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-z-ogrodkami-ul-komputerowa-cybernetyki-ID4qmNl
Praga-Południe,Warszawa,3,765000.00,2,37.00,2019,20676.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-nowe-wykonczone-2-pok-37-m2-ID4fzNe
Ursus,Warszawa,1,1245000.00,3,70.00,2019,17786.00,2024-07-04,https://www.otodom.pl/pl/oferta/w-wa-mieszkanie-70m2-garaz-komorka-lokatorska-ID4qVlw
Bemowo,Warszawa,4,999000.00,3,63.00,2019,15857.00,2024-07-04,https://www.otodom.pl/pl/oferta/3pk-2019r-do-wejscia-metro-ID4rbal
Ursus,Warszawa,4,980000.00,3,68.00,2019,14412.00,2024-07-04,https://www.otodom.pl/pl/oferta/oddzielna-kuchnia-idealne-dla-rodziny-parking-ID4rb1T
Ochota,Warszawa,1,920000.00,3,48.56,2019,18946.00,2024-07-04,https://www.otodom.pl/pl/oferta/jasne-mieszkanie-w-zielonej-okolicy-blisko-centrum-ID4qQNc
Wola,Warszawa,3,510000.00,1,20.98,2019,24309.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-1pok-20m2-wola-al-prymasa-tysiaclecia-ID4raxg
Wola,Warszawa,1,1400000.00,3,67.87,2019,20628.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-3-pok-67-m2-wola-ul-jana-kazimierza-ID4niXV
Bemowo,Warszawa,2,1169935.00,3,65.00,2019,17999.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pok-z-widokiem-na-zielen-wysoki-standard-ID4racc
Żoliborz,Warszawa,0,789000.00,1,34.87,2019,22627.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesne-studio-z-ogrodkiem-na-zoliborzu-ID4r3rK
Białołęka,Warszawa,2,699000.00,2,44.50,2019,15708.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-urzadzone-z-2-miejscami-postojowymi-ID4qS3q
Wola,Warszawa,8,799000.00,2,30.68,2019,26043.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-bliska-wola-wysoka-stopa-zwrotu-ID4qgF6
Białołęka,Warszawa,2,659000.00,2,45.00,2019,14644.00,2024-07-04,https://www.otodom.pl/pl/oferta/15-15902-oms-ID4r8qc
Bemowo,Warszawa,5,600000.00,1,30.60,2019,19608.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-na-sprzedaz-bemowo-metro-ID4r8nr
Ursus,Warszawa,0,730000.00,2,38.56,2019,18932.00,2024-07-04,https://www.otodom.pl/pl/oferta/793-15902-oms-ID4r8lH
Białołęka,Warszawa,2,650000.00,2,45.71,2019,14220.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-bezposrednio-2-pokoje-bialoleka-2019-top-ID4qufD
Ursynów,Warszawa,3,1380000.00,3,67.00,2019,20597.00,2024-07-04,https://www.otodom.pl/pl/oferta/679-15902-oms-ID4r8hq
Praga-Południe,Warszawa,0,967000.00,2,50.38,2019,19194.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-rondo-wiatraczna-17-pietro-ID4qXQt
Białołęka,Warszawa,0,880000.00,3,61.28,2019,14360.00,2024-07-04,https://www.otodom.pl/pl/oferta/luksus-na-wyciagniecie-reki-twoje-m-z-ogrodem-ID4qG6q
Białołęka,Warszawa,2,750000.00,3,51.00,2019,14706.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-na-zeraniu-przy-ul-marywilskiej-51-m2-ID4r7y2
Wola,Warszawa,6,799000.00,1,34.00,2019,23500.00,2024-07-04,https://www.otodom.pl/pl/oferta/metro-plocka-do-wejscia-piekny-widok-ID4r4rj
Wola,Warszawa,1,2190000.00,2,83.31,2019,26287.00,2024-07-04,https://www.otodom.pl/pl/oferta/eleganckie-mieszkanie-w-komfortowym-apartamentowcu-ID4r6Dz
Praga-Południe,Warszawa,3,1599000.00,3,73.00,2019,21904.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-73m2-saska-kepa-budynek-2019r-ID4pEHz
Wola,Warszawa,1,745000.00,1,33.00,2019,22576.00,2024-07-04,https://www.otodom.pl/pl/oferta/jasna-kawalerka-na-warszawskiej-woli-metro-plocka-ID4qrCN
Wilanów,Warszawa,2,790000.00,2,37.79,2019,20905.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-37-79-m-warszawa-ID4qZRi
Ursus,Warszawa,4,950000.00,3,55.42,2019,17142.00,2024-07-04,https://www.otodom.pl/pl/oferta/atrakcyjne-mieszkanie-trzypokojowe-ID4qVPV
Ursynów,Warszawa,0,1350000.00,2,50.73,2019,26611.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-fort-sluzew-50m2-ogrodek-metro-ID4qLHl
Wilanów,Warszawa,3,1960000.00,4,102.60,2019,19103.00,2024-07-04,https://www.otodom.pl/pl/oferta/4-pokoje-2-balkony-2-miejsca-postojowe-komorka-ID4r55o
Ursynów,Warszawa,3,1220000.00,3,68.70,2019,17758.00,2024-07-04,https://www.otodom.pl/pl/oferta/ursynow-3-pokoje-klobucka-ID4p6ay
Praga-Południe,Warszawa,1,1100000.00,3,66.76,2019,16477.00,2024-07-04,https://www.otodom.pl/pl/oferta/unikatowy-taras-z-ogrodem-144m2garaz-i-komorka-ID4r4mB
Włochy,Warszawa,4,929000.00,3,69.00,2019,13464.00,2024-07-04,https://www.otodom.pl/pl/oferta/wlochy-3-pokoje-pkp-2019r-balkon-10-5m-kw-ID4qqRM
Ursus,Warszawa,4,929000.00,3,69.00,2019,13464.00,2024-07-04,https://www.otodom.pl/pl/oferta/ursus-3-pokoje-pkp-2019r-balkon-10-5m-kw-ID4qkgX
Białołęka,Warszawa,0,890000.00,3,56.26,2019,15819.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-2-ogrodki-gotowe-do-zamieszkania-ID4r3RN
Ursus,Warszawa,2,850000.00,3,71.00,2019,11972.00,2024-07-04,https://www.otodom.pl/pl/oferta/ursus-3-pokoje-pkp-2019r-balkon-kw-ID4r3MI
Wola,Warszawa,0,1124000.00,2,32.12,2019,34994.00,2024-07-04,https://www.otodom.pl/pl/oferta/lokal-inwestycyjny-pod-wynajem-ID4r3Md
Włochy,Warszawa,0,830000.00,2,45.00,2019,18444.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-wlochy-ID4r3cE
Białołęka,Warszawa,2,719000.00,2,52.64,2019,13659.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-52-64-m2-warszawa-ID4r0kL
Białołęka,Warszawa,2,729000.00,2,52.64,2019,13849.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-52-64-m2-warszawa-ID4r0kJ
Białołęka,Warszawa,4,750000.00,2,48.39,2019,15499.00,2024-07-04,https://www.otodom.pl/pl/oferta/hit-nowe-wykonczone-2-pokojemozliwe-3-49m2-zeran-ID4qPI9
Włochy,Warszawa,0,700000.00,2,35.44,2019,19752.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwa-pokoje-z-tarasem-ID4qZzR
Wola,Warszawa,1,1800000.00,3,62.00,2019,29032.00,2024-07-04,https://www.otodom.pl/pl/oferta/eleganckie-3-pokojowe-mieszkanie-jana-kazimierza-ID4qZ8z
Targówek,Warszawa,0,1499000.00,3,72.00,2019,20819.00,2024-07-04,https://www.otodom.pl/pl/oferta/unikat-z-fenomenalnymi-widokami-obok-metra-ID4qYfj
Wola,Warszawa,3,1800000.00,3,68.00,2019,26471.00,2024-07-04,https://www.otodom.pl/pl/oferta/wola-wysoki-standard-3-pokoje-garaz-komorka-ID4qXcc
Żoliborz,Warszawa,2,1500000.00,2,54.00,2019,27778.00,2024-07-04,https://www.otodom.pl/pl/oferta/stylowy-dwupokojowy-apartament-na-zoliborzu-ID4qXcy
Wola,Warszawa,1,1099000.00,2,60.41,2019,18192.00,2024-07-04,https://www.otodom.pl/pl/oferta/bezposrednio-od-zaraz-2-pok-loggia-parking-ID4qX3X
Mokotów,Warszawa,1,1015000.00,2,44.19,2019,22969.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-cisza-duzy-balkon-ID4qQjh
Wola,Warszawa,3,489000.00,1,21.00,2019,23286.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-21m2-wola-ID4qURh
Ochota,Warszawa,2,2280000.00,3,96.00,2019,23750.00,2024-07-04,https://www.otodom.pl/pl/oferta/atrakcyjny-apartament-szczesliwice-park-taras-ID4qGrR
Białołęka,Warszawa,2,650000.00,2,46.00,2019,14130.00,2024-07-04,https://www.otodom.pl/pl/oferta/46m-2-pokoje-balkon-garaz-komorka-2019r-ID4qTCP
Mokotów,Warszawa,3,1095000.00,2,43.02,2019,25453.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokoje-na-mokotowie-ID4qSuI
Bemowo,Warszawa,1,1480000.00,4,82.40,2019,17961.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-82-4mkw-osiedle-larix-garden-ID4qS52
Białołęka,Warszawa,2,669000.00,2,45.70,2019,14639.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pokojowe-mieszkanie-na-bialolece-ID4qvbX
Wola,Warszawa,8,1020000.00,3,48.85,2019,20880.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokoje-wola-odolany-stanczyka-kasprzaka-ID4qRJj
Białołęka,Warszawa,5,580000.00,2,34.21,2019,16954.00,2024-07-04,https://www.otodom.pl/pl/oferta/ostatnie-pietro-2-pokoje-ul-krzyzowki-ID4qORU
Mokotów,Warszawa,3,775000.00,1,32.00,2019,24219.00,2024-07-04,https://www.otodom.pl/pl/oferta/studio-w-swietnej-lokalizacji-na-mokotowie-ID4qOau
Praga-Północ,Warszawa,2,759000.00,1,36.95,2019,20541.00,2024-07-04,https://www.otodom.pl/pl/oferta/kawalerka-praga-polnoc-obok-metra-ID4pPhA
Targówek,Warszawa,2,830000.00,3,53.98,2019,15376.00,2024-07-04,https://www.otodom.pl/pl/oferta/do-sprzedazy-nowe-mieszkanie-na-targowku-ID4qAi6
Białołęka,Warszawa,0,1460000.00,4,99.45,2019,14681.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowy-segment-99-45-m2-50-m2-ogrodek-ID4pHtm
Wilanów,Warszawa,3,1195000.00,2,39.00,2019,30641.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-w-bardzo-wysokim-standardzie-wilanow-ID4qImc
Ursus,Warszawa,0,1200000.00,3,62.61,2019,19166.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pok-62-61-mkw-garaz-ogrod-i-taras-ID4qGIX
Wola,Warszawa,2,1113000.00,2,53.00,2019,21000.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-z-balkonem-na-sprzedaz-ID4qG2g
Mokotów,Warszawa,7,1200000.00,3,60.00,2019,20000.00,2024-07-04,https://www.otodom.pl/pl/oferta/inwestycja-ostatnie-pietro-balkon-ID4qFZf
Mokotów,Warszawa,2,999000.00,3,56.00,2019,17839.00,2024-07-04,https://www.otodom.pl/pl/oferta/dobra-komunikacja-nowe-budownictwo-ciche-ID4qFZa
Wawer,Warszawa,5,710000.00,2,35.15,2019,20199.00,2024-07-04,https://www.otodom.pl/pl/oferta/uroczy-apartament-miejsce-postojowe-ID4qChQ
Targówek,Warszawa,1,920000.00,3,59.24,2019,15530.00,2024-07-04,https://www.otodom.pl/pl/oferta/3-pokojowe-mieszkanie-ul-remiszewska-ID4qAi5
Bielany,Warszawa,0,1570000.00,4,80.00,2019,19625.00,2024-07-04,https://www.otodom.pl/pl/oferta/bielany-4-pokoje-ogrod-212m2-ID4qyQk
Białołęka,Warszawa,0,795000.00,3,55.16,2019,14413.00,2024-07-04,https://www.otodom.pl/pl/oferta/swieze-po-remoncie-mieszkanie-z-ogrodem-m3-ID4qylA
Praga-Południe,Warszawa,1,2041000.00,5,113.40,2019,17998.00,2024-07-04,https://www.otodom.pl/pl/oferta/lokal-biurowy-113-m2-praga-poludnie-goclaw-ID4qvUV
Wola,Warszawa,1,660000.00,2,29.61,2019,22290.00,2024-07-04,https://www.otodom.pl/pl/oferta/2-pok-28-mkw-balkon-piwnica-roi-6-95-ID4qv5Y
Wola,Warszawa,1,940000.00,2,44.07,2019,21330.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwa-pokoje-apartamentowiec-metro-wola-ID4qw2Z
Wilanów,Warszawa,0,4149000.00,4,261.00,2019,15897.00,2024-07-04,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-w-doskonalej-lokalizacji-ID4qjCr
Wawer,Warszawa,1,1124900.00,5,125.00,2019,8999.00,2024-07-04,https://www.otodom.pl/pl/oferta/duze-mieszkanie-2-miejsca-postojowe-2-lazienki-ID4qiY5
Włochy,Warszawa,0,1149999.00,3,72.44,2019,15875.00,2024-07-04,https://www.otodom.pl/pl/oferta/luksusowe-3-pokoje-z-ogrodem-2-miejsca-postojowe-ID4pB2m
Wola,Warszawa,5,890000.00,2,38.00,2019,23421.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-38-m2-z-oddzielna-sypialnia-ID4q4H5
Bemowo,Warszawa,0,1645800.00,4,84.40,2019,19500.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-84-40-m-warszawa-ID4q3it
Włochy,Warszawa,0,1250000.00,4,63.00,2019,19841.00,2024-07-04,https://www.otodom.pl/pl/oferta/wlochy-2-ogrodki-got-do-zamieszkania-ID4pVqw
Mokotów,Warszawa,5,889000.00,2,40.00,2019,22225.00,2024-07-04,https://www.otodom.pl/pl/oferta/do-wprowadzenia-mieszkanie-dwupokojowe-ID4pNEq
Mokotów,Warszawa,4,1530000.00,3,73.69,2019,20763.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedaz-z-opcja-wynajecia-juz-dzisiaj-ID4pGKo
Żoliborz,Warszawa,3,3799000.00,5,112.00,2019,33920.00,2024-07-04,https://www.otodom.pl/pl/oferta/nieruchomosc-na-zoliborzu-ID4pu25
Wola,Warszawa,0,1196000.00,2,46.00,2019,26000.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-wola-tower-z-bajecznym-widokiem-ID4oVMc
Wola,Warszawa,1,897000.00,2,28.04,2019,31990.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-inwestycyjny-w-wysokim-standardzie-ID4prda
Wawer,Warszawa,1,909000.00,4,120.00,2019,7575.00,2024-07-04,https://www.otodom.pl/pl/oferta/wawer-mieszkanie-120m2-gotowe-do-wprowadzenia-ID4p2hV
Wola,Warszawa,0,685000.00,2,33.00,2019,20758.00,2024-07-04,https://www.otodom.pl/pl/oferta/dwupokojowe-mieszkanie-z-ogrodkiem-ID4oVoZ
Wola,Warszawa,6,1512000.00,4,63.00,2019,24000.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-dwupoziomowy-lub-2-mieszkania-ID4oWA3
Białołęka,Warszawa,1,497000.00,2,40.10,2019,12394.00,2024-07-04,https://www.otodom.pl/pl/oferta/gotowe-do-odbioru-2-pokoje-z-balkonem-7m2-ID4opJX
Wola,Warszawa,0,1200000.00,3,60.00,2019,20000.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-z-ogrodkiem-2019-rok-budowy-wola-ID4nFWU
Praga-Południe,Warszawa,2,1250000.00,3,70.00,2019,17857.00,2024-07-04,https://www.otodom.pl/pl/oferta/nowe-osiedle-dwa-garaze-duzy-balkon-ID4lvSH
Mokotów,Warszawa,2,830000.00,2,36.70,2019,22616.00,2024-07-04,https://www.otodom.pl/pl/oferta/mieszkanie-2-pokojowe-37m-ul-cybernetyki-2-ID4ri95
Białołęka,Warszawa,0,550000.00,2,41.60,2019,13221.00,2024-07-04,https://www.otodom.pl/pl/oferta/sprzedam-komfortowe-mieszkanie-2-pokojowe-ID4r7dV
Wawer,Warszawa,2,3990000.00,4,180.00,2019,22167.00,2024-07-04,https://www.otodom.pl/pl/oferta/lux-penthouse-180-m-tarasu-kominek-ogrod-sauna-ID42AC3
Śródmieście,Warszawa,5,4900000.00,4,121.50,2019,40329.00,2024-07-04,https://www.otodom.pl/pl/oferta/penthouse-przy-parku-krasinskich-ID42yY5
Mokotów,Warszawa,6,1150000.00,3,58.62,2020,19618.00,2024-07-04,https://www.otodom.pl/pl/oferta/mokotow-komputerowa-8-3-pokoje-ID4pyMc
Wola,Warszawa,9,1199000.00,2,37.69,2020,31812.00,2024-07-04,https://www.otodom.pl/pl/oferta/apartament-z-widokiem-centrum-wola-przy-arkadii-ID4r4OG
